ID,WWEIA_FCID_Code_0510,C_COMMONUM,FCID_Desc,LETTER,CODEX
128,1203285000,249,Plum,FS,SLOE
131,1203285001,241,Plum-babyfood,FS,BULLACE
132,1203286000,241,"Plum, prune, fresh",FS,BULLACE
133,1203286001,241,"Plum, prune, fresh-babyfood",FS,BULLACE
134,1203287000,14,"Plum, prune, dried",DF,PRUNES
135,1203287001,14,"Plum, prune, dried-babyfood",DF,PRUNES
136,1203288000,175,"Plum, prune, juice",JF,FRUIT JUICES
137,1203288001,175,"Plum, prune, juice-babyfood",JF,FRUIT JUICES
142,1301055000,4087,Blackberry,FB,"OLALLIEBERRY, SEE DEWBERRIES"
141,1301055000,4085,Blackberry,FB,"LOGANBERRY, SEE DEWBERRIES"
140,1301055000,4079,Blackberry,FB,"BOYSENBERRY, SEE DEWBERRIES"
139,1301055000,266,Blackberry,FB,DEWBERRIES (INCLUDING BOYSENBERRY AND LOGANBERRY)
138,1301055000,264,Blackberry,FB,BLACKBERRIES
143,1301056000,175,"Blackberry, juice",JS,FRUIT JUICES
144,1301056001,175,"Blackberry, juice-babyfood",JS,FRUIT JUICES
145,1301058000,266,Boysenberry,FB,DEWBERRIES (INCLUDING BOYSENBERRY AND LOGANBERRY)
146,1301208000,4085,Loganberry,FB,"LOGANBERRY, SEE DEWBERRIES"
147,1301320000,272,Raspberry,FB,"RASPBERRIES, RED, BLACK"
148,1301320001,272,Raspberry-babyfood,FB,"RASPBERRIES, RED, BLACK"
149,1301321000,175,"Raspberry, juice",JF,FRUIT JUICES
150,1301321001,175,"Raspberry, juice-babyfood",JF,FRUIT JUICES
154,1302057000,4077,Blueberry,FB,"BLUEBERRY, RABBITEYE, SEE BLUEBERRIES"
153,1302057000,4075,Blueberry,FB,"BLUEBERRY, LOWBUSH, SEE BLUEBERRIES"
152,1302057000,4073,Blueberry,FB,"BLUEBERRY, HIGHBUSH, SEE BLUEBERRIES"
151,1302057000,20,Blueberry,FB,BLUEBERRIES
155,1302057001,20,Blueberry-babyfood,FB,BLUEBERRIES
161,1302136000,529,Currant,JF,"CASSIS, SEE BLACK CURRANT JUICE"
160,1302136000,1140,Currant,JF,BLACK CURRANT JUICE
159,1302136000,279,Currant,FB,"CURRANT, RED, WHITE, SEE ALSO CURRANTS, BLACK, RED, WHITE"
158,1302136000,278,Currant,FB,"CURRANT, BLACK, SEE ALSO CURRANTS, BLACK, RED, WHITE"
157,1302136000,21,Currant,FB,"CURRANTS, BLACK, RED, WHITE"
156,1302136000,5257,Currant,DF,CURRANTS
162,1302137000,5257,"Currant, dried",DF,CURRANTS
163,1302149000,267,Elderberry,FB,ELDERBERRIES
164,1302174000,268,Gooseberry,FB,GOOSEBERRY
165,1302191000,4083,Huckleberry,FB,HUCKLEBERRIES
166,1303227000,271,Mulberry,FB,MULBERRIES
168,1304175000,269,Grape,FB,GRAPES
167,1304175000,1235,Grape,FB,TABLE-GRAPES
169,1304176000,269,"Grape, juice",JF,GRAPE JUICE
170,1304176001,269,"Grape, juice-babyfood",JF,GRAPE JUICE
171,1304179000,0,"Grape, wine and sherry",--,
172,1304195000,341,"Kiwifruit, fuzzy",FI,KIWIFRUIT
173,1307130000,265,Cranberry,FB,CRANBERRY
174,1307130001,265,Cranberry-babyfood,FB,CRANBERRY
175,1307131000,167,"Cranberry, dried",DF,DRIED FRUITS
176,1307132000,175,"Cranberry, juice",JF,FRUIT JUICES
177,1307132001,175,"Cranberry, juice-babyfood",JF,FRUIT JUICES
178,1307359000,275,Strawberry,FB,STRAWBERRY
180,1307359000,4091,Strawberry,FB,"STRAWBERRY, MUSKY, SEE STRAWBERRIES, WILD"
179,1307359000,276,Strawberry,FB,"STRAWBERRIES, WILD"
181,1307359001,275,Strawberry-babyfood,FB,STRAWBERRY
182,1307360000,1,"Strawberry, juice",JF,CITRUS JUICE
183,1307360001,1,"Strawberry, juice-babyfood",JF,CITRUS JUICE
184,1400003000,660,Almond,TN,ALMONDS
185,1400003001,660,Almond-babyfood,TN,ALMONDS
186,1400004000,660,"Almond, oil",TN,ALMONDS
187,1400004001,660,"Almond, oil-babyfood",TN,ALMONDS
188,1400059000,662,Brazil nut,TN,BRAZIL NUTS
189,1400068000,663,Butternut,TN,BUTTER NUTS
191,1400081000,295,Cashew,TN,CASHEW NUTS
190,1400081000,292,Cashew,FT,CASHEW APPLE
192,1400092000,664,Chestnut,TN,CHESTNUTS
194,1400155000,666,Hazelnut,TN,HAZELNUTS
193,1400155000,4685,Hazelnut,TN,"FILBERTS, SEE HAZELNUTS"
195,1400156000,666,"Hazelnut, oil",TN,HAZELNUTS
196,1400185000,667,Hickory nut,TN,HICKORY NUTS
197,1400213000,669,Macadamia nut,TN,MACADAMIA NUTS
198,1400269000,672,Pecan,TN,PECANS
199,1400278000,673,Pine nut,TN,PINE NUTS
200,1400282000,675,Pistachio,TN,PISTACHIO NUTS
201,1400391000,4697,Walnut,TN,"WALNUTS, BLACK, SEE WALNUTS"
203,1400391000,678,Walnut,TN,WALNUTS
202,1400391000,4699,Walnut,TN,"WALNUTS, ENGLISH; WALNUTS, PERSIAN, SEE WALNUTS"
204,1500025000,640,"Barley, pearled barley",GC,BARLEY
205,1500025001,640,"Barley, pearled barley-babyfood",GC,BARLEY
206,1500026000,640,"Barley, flour",GC,BARLEY
207,1500026001,640,"Barley, flour-babyfood",GC,BARLEY
208,1500027000,81,"Barley, bran",CM,"BRAN, UNPROCESSED OF CEREAL GRAIN"
209,1500065000,641,Buckwheat,GC,BUCKWHEAT
210,1500066000,641,"Buckwheat, flour",GC,BUCKWHEAT
213,1500120000,5273,"Corn, field, flour",CF,"CORN FLOUR, SEE MAIZE FLOUR"
212,1500120000,1255,"Corn, field, flour",CF,MAIZE FLOUR
211,1500120000,1255,"Corn, field, flour",CF,MAIZE FLOUR
214,1500120001,1255,"Corn, field, flour-babyfood",CF,MAIZE FLOUR
216,1500121000,645,"Corn, field, meal",CF,MAIZE MEAL
215,1500121000,5275,"Corn, field, meal",CF,"CORN MEAL, SEE MAIZE MEAL"
217,1500121001,645,"Corn, field, meal-babyfood",CF,MAIZE MEAL
218,1500122000,81,"Corn, field, bran",CF,"CEREAL BRANS, PROCESSED"
219,1500123000,0,"Corn, field, starch",--,
220,1500123001,0,"Corn, field, starch-babyfood",--,
221,1500124000,0,"Corn, field, syrup",--,
222,1500124001,0,"Corn, field, syrup-babyfood",--,
223,1500125000,645,"Corn, field, oil",OR,"MAIZE OIL, EDIBLE"
224,1500125001,645,"Corn, field, oil-babyfood",OR,"MAIZE OIL, EDIBLE"
225,1500126000,656,"Corn, pop",GC,POPCORN
226,1500127000,4615,"Corn, sweet",GC,"CORN-ON-THE-COB, (CODEX STAND. 133-1981), SEE FRUITING"
227,1500127001,4615,"Corn, sweet-babyfood",GC,"CORN-ON-THE-COB, (CODEX STAND. 133-1981), SEE FRUITING"
228,1500226000,646,"Millet, grain",GC,MILLET
229,1500231000,81,"Oat, bran",GC,"CEREAL GRAINS, EXCEPT BUCKWHEAT, CANIHUN AND QUINOA"
230,1500232000,647,"Oat, flour",GC,OATS
231,1500232001,647,"Oat, flour-babyfood",GC,OATS
232,1500233000,647,"Oat, groats/rolled oats",GC,OATS
233,1500233001,647,"Oat, groats/rolled oats-babyfood",GC,OATS
234,1500323000,1205,"Rice, white",CM,"RICE, POLISHED"
235,1500323001,1205,"Rice, white-babyfood",CM,"RICE, POLISHED"
236,1500324000,649,"Rice, brown",GM,RICE
237,1500324001,649,"Rice, brown-babyfood",GM,RICE
238,1500325000,1205,"Rice, flour",CM,"RICE, POLISHED"
239,1500325001,1205,"Rice, flour-babyfood",CM,"RICE, POLISHED"
241,1500326000,1206,"Rice, bran",CM,"RICE BRAN, UNPROCESSED"
240,1500326000,649,"Rice, bran",CF,"RICE BRAN, PROCESSED"
242,1500326001,649,"Rice, bran-babyfood",CF,"RICE BRAN, PROCESSED"
244,1500328000,650,"Rye, grain",CF,"RYE BRAN, PROCESSED"
243,1500328000,1251,"Rye, grain",CF,RYE WHOLEMEAL
245,1500329000,1250,"Rye, flour",CF,RYE FLOUR
254,1500344000,651,"Sorghum, grain",GC,SORGHUM
253,1500344000,4671,"Sorghum, grain",GC,"SORGO, SEE SORGHUM"
252,1500344000,4669,"Sorghum, grain",GC,"SHALLU, SEE SORGHUM"
251,1500344000,4657,"Sorghum, grain",GC,"MILO, SEE SORGHUM"
250,1500344000,4643,"Sorghum, grain",GC,"KAOLIANG, SEE SORGHUM"
249,1500344000,4641,"Sorghum, grain",GC,"KAFFIR CORN, SEE SORGHUM"
248,1500344000,4637,"Sorghum, grain",GC,"GUINEA CORN, SEE SORGHUM"
247,1500344000,4627,"Sorghum, grain",GC,"FETERITA, SEE SORGHUM"
246,1500344000,4621,"Sorghum, grain",GC,"DURRA, SEE SORGHUM"
255,1500345000,658,"Sorghum, syrup",GS,"SORGO OR SORGHUM, SWEET"
256,1500381000,653,"Triticale, flour",GC,TRITICALE
257,1500381001,653,"Triticale, flour-babyfood",GC,TRITICALE
259,1500401000,654,"Wheat, grain",GC,WHEAT
258,1500401000,1212,"Wheat, grain",CF,WHEAT WHOLEMEAL
260,1500401001,654,"Wheat, grain-babyfood",GC,WHEAT
261,1500402000,1211,"Wheat, flour",CF,WHEAT FLOUR
262,1500402001,1211,"Wheat, flour-babyfood",CF,WHEAT FLOUR
263,1500403000,1210,"Wheat, germ",CF,WHEAT GERM
267,1500404000,81,"Wheat, bran",CM,"BRAN, UNPROCESSED OF CEREAL GRAIN"
266,1500404000,654,"Wheat, bran",CM,"WHEAT BRAN, UNPROCESSED"
265,1500404000,81,"Wheat, bran",CF,"CEREAL BRANS, PROCESSED"
264,1500404000,654,"Wheat, bran",CF,"WHEAT BRAN, PROCESSED"
268,1500405000,655,Wild rice,GC,WILD RICE
269,1800002000,0,"Alfalfa, seed",--,
270,1901028000,722,"Basil, fresh leaves",HH,BASIL
271,1901028001,722,"Basil, fresh leaves-babyfood",HH,BASIL
272,1901029000,722,"Basil, dried leaves",DH,"BASIL, DRY"
273,1901029001,722,"Basil, dried leaves-babyfood",DH,"BASIL, DRY"
274,1901102500,170,"Chive, dried leaves",DH,DRIED HERBS
275,401118000,1110,"Cilantro, leaves",DT,CAMOMILE OR CHAMOMILE
276,401118001,1110,"Cilantro, leaves-babyfood",DT,CAMOMILE OR CHAMOMILE
277,401144000,730,Dillweed,HH,DILL
278,1901184000,726,"Herbs, other",HH,HERBS
279,1901184001,726,"Herbs, other-babyfood",HH,HERBS
280,1901202000,726,Lemongrass,HH,HERBS
283,1901220000,4757,Marjoram,HH,"OREGANO, SEE MARJORAM"
282,1901220000,736,Marjoram,DH,"MARJORAM, DRY"
281,1901220000,5271,Marjoram,DH,"OREGANO (= WILD MARJORAM), DRY, SEE MARJORAM"
284,1901220001,736,Marjoram-babyfood,HH,MARJORAM
285,1901249000,93,"Parsley, dried leaves",HS,SPICES
286,1901249001,93,"Parsley, dried leaves-babyfood",HS,SPICES
290,1901334000,745,Savory,HH,"SAVORY, SUMMER; WINTER"
289,1901334000,745,Savory,HH,"SAVORY, SUMMER; WINTER"
288,1901334000,745,Savory,HH,"SAVORY, SUMMER; WINTER"
287,1901334000,745,Savory,HH,"SAVORY, SUMMER; WINTER"
291,1902105000,777,Cinnamon,HS,"CINNAMON BARK (INCLUDING CINNAMON, CHINESE BARK)"
292,1902105001,777,Cinnamon-babyfood,HS,"CINNAMON BARK (INCLUDING CINNAMON, CHINESE BARK)"
293,1902119000,779,"Coriander, seed",HS,"CORIANDER, SEED"
294,1902119001,779,"Coriander, seed-babyfood",HS,"CORIANDER, SEED"
295,1902143000,730,"Dill, seed",HS,"DILL, SEED"
296,1902274000,790,"Pepper, black and white",HS,"PEPPER, BLACK;WHITE"
297,1902274001,790,"Pepper, black and white-babyfood",HS,"PEPPER, BLACK;WHITE"
298,1902354000,93,"Spices, other",HS,SPICE
299,1902354001,93,"Spices, other-babyfood",HS,SPICE
304,2001163000,693,"Flax seed, oil",SO,LINSEED
305,2001319000,495,"Rapeseed, oil",OR,"RAPE SEED OIL, REFINED"
306,2001319001,495,"Rapeseed, oil-babyfood",OR,"RAPE SEED OIL, REFINED"
308,2001336000,700,"Sesame, seed",SO,SESAME SEED
307,2001336000,4785,"Sesame, seed",HS,"SESAME SEED, SEE GROUP 023: OILSEED"
309,2001336001,700,"Sesame, seed-babyfood",SO,SESAME SEED
310,2001337000,700,"Sesame, oil",OR,"SESAME SEED OIL, EDIBLE"
311,2001337001,700,"Sesame, oil-babyfood",OR,"SESAME SEED OIL, EDIBLE"
313,2002330000,699,"Safflower, oil",OR,"SAFFLOWER SEED OIL, EDIBLE"
314,2002330001,699,"Safflower, oil-babyfood",OR,"SAFFLOWER SEED OIL, EDIBLE"
315,2002364000,702,"Sunflower, seed",SO,SUNFLOWER SEED
316,2002365000,702,"Sunflower, oil",OR,"SUNFLOWER SEED OIL, EDIBLE"
317,2002365001,702,"Sunflower, oil-babyfood",OR,"SUNFLOWER SEED OIL, EDIBLE"
300,2003128000,691,"Cottonseed, oil",OR,"COTTON SEED OIL, EDIBLE"
925,2003128001,691,"Cottonseed, oil-babyfood",OR,"COTTON SEED OIL, EDIBLE"
323,2100228000,450,Mushroom,VO,MUSHROOMS
322,2100228000,449,Mushroom,VO,"FUNGI, EDIBLE (NOT INCLUDING MUSHROOMS)"
321,2100228000,4287,Mushroom,VO,"FUNGUS ""CHANTERELLE,"" SEE FUNGI, EDIBLE"
337,3100044000,812,"Beef, meat",MM,CAMEL MEAT
338,3100044001,812,"Beef, meat-babyfood",MD,"CATTLE MEAT, DRIED (INCLUDING DRIED AND SMOKED)"
339,3100045000,812,"Beef, meat, dried",MD,"CATTLE MEAT, DRIED (INCLUDING DRIED AND SMOKED)"
340,3100046000,96,"Beef, meat byproducts",MO,"EDIBLE OFFAL OF CATTLE, GOATS, HORSES, PIGS, SHEEP"
341,3100046001,96,"Beef, meat byproducts-babyfood",MO,"EDIBLE OFFAL OF CATTLE, GOATS, HORSES, PIGS, SHEEP"
342,3100047000,812,"Beef, fat",MF,CATTLE FAT
343,3100047001,812,"Beef, fat-babyfood",MF,CATTLE FAT
344,3100048000,99,"Beef, kidney",MO,"LIVER OF CATTLE, GOATS, PIGS AND SHEEP"
345,3100049000,99,"Beef, liver",MO,"LIVER OF CATTLE, GOATS, PIGS AND SHEEP"
346,3100049001,99,"Beef, liver-babyfood",MO,"LIVER OF CATTLE, GOATS, PIGS AND SHEEP"
347,3200169000,814,"Goat, meat",MM,GOAT MEAT
348,3200170000,96,"Goat, meat byproducts",MO,"EDIBLE OFFAL OF CATTLE, GOATS, HORSES, PIGS, SHEEP"
350,3200171000,814,"Goat, fat",MF,GOAT FAT
349,3200171000,814,"Goat, fat",FA,GOAT TALLOW
351,3200172000,98,"Goat, kidney",MO,"KIDNEY OF CATTLE, GOATS, PIGS AND SHEEP"
352,3200173000,99,"Goat, liver",MO,"LIVER OF CATTLE, GOATS, PIGS AND SHEEP"
354,3300189000,816,"Horse, meat",MM,HORSE MEAT
353,3300189000,816,"Horse, meat",MD,"HORSE  MEAT, DRIED (INCLUDING DRIED AND SMOKED)"
355,3400290000,818,"Pork, meat",MM,PIG MEAT
356,3400290001,818,"Pork, meat-babyfood",MM,PIG MEAT
357,3400291000,97,"Pork, skin",MO,"EDIBLE OFFAL OF CATTLE, PIGS AND SHEEP"
324,3400292000,97,"Pork, meat byproducts",MO,"EDIBLE OFFAL OF CATTLE, PIGS AND SHEEP"
358,3400292001,97,"Pork, meat byproducts-babyfood",MO,"EDIBLE OFFAL OF CATTLE, PIGS AND SHEEP"
359,3400293000,818,"Pork, fat",MF,PIG FAT
360,3400293001,818,"Pork, fat-babyfood",MF,PIG FAT
361,3400294000,1284,"Pork, kidney",MO,"PIG, KIDNEY"
362,3400295000,1285,"Pork, liver",MO,"PIG, LIVER"
365,3500339000,822,"Sheep, meat",MM,SHEEP MEAT
364,3500339000,4813,"Sheep, meat",MM,"MOUFFLON MEAT, SEE SHEEP MEAT"
363,3500339000,4809,"Sheep, meat",MM,"LAMB MEAT, SEE SHEEP MEAT"
366,3500339001,822,"Sheep, meat-babyfood",MO,"SHEEP, EDIBLE OFFAL OF"
367,3500340000,822,"Sheep, meat byproducts",MO,"SHEEP, EDIBLE OFFAL OF"
369,3500341000,822,"Sheep, fat",MF,SHEEP FAT
368,3500341000,822,"Sheep, fat",FA,SHEEP TALLOW
370,3500341001,822,"Sheep, fat-babyfood",MF,SHEEP FAT
371,3500342000,1288,"Sheep, kidney",MO,"SHEEP, KIDNEY"
372,3500343000,1289,"Sheep, liver",MO,"SHEEP, LIVER"
376,3600222000,822,"Milk, fat",FM,SHEEP MILK FATS
375,3600222000,814,"Milk, fat",FM,GOAT MILK FATS
374,3600222000,812,"Milk, fat",FM,CATTLE MILK FATS
373,3600222000,810,"Milk, fat",FM,BUFFALO MILK FATS
377,3600222001,0,"Milk, fat-baby food/infant formula",--,
378,3600223000,106,"Milk, nonfat solids",ML,MILKS
379,3600223001,106,"Milk, nonfat solids-baby food/infant formula",ML,MILKS
380,3600224000,106,"Milk, water",ML,MILKS
381,3600224001,106,"Milk, water-babyfood/infant formula",ML,MILKS
382,3600225001,0,"Milk, sugar (lactose)-baby food/infant formula",--,
383,3700222501,0,"Milk, human",--,
403,3800221000,813,"Meat, game",MM,DEER MEAT
402,3800221000,4815,"Meat, game",MM,"MOOSE, eUROPEAN, MEAT, SEE ELK MEAT"
401,3800221000,4805,"Meat, game",MM,"DEER, RED, MEAT, SEE DEER MEAT"
400,3800221000,4803,"Meat, game",MM,"DEER, FALLOW, MEAT, SEE DEER MEAT"
399,3800221000,993,"Meat, game",AR,TURTLES
398,3800221000,992,"Meat, game",AR,SNAKES
397,3800221000,991,"Meat, game",AR,LIZARDS
396,3800221000,990,"Meat, game",AR,FROGS
395,3800221000,5161,"Meat, game",AR,"TURTLE, LOGGERHEAD, SEE TURTLES"
394,3800221000,5159,"Meat, game",AR,"TURTLE, HAWKSBILL, SEE TURTLES"
393,3800221000,5157,"Meat, game",AR,"TURTLE, GREEN, SEE TURTLES"
392,3800221000,5155,"Meat, game",AR,"FROG, POOL, SEE FROGS"
391,3800221000,5153,"Meat, game",AR,"FROG, MARSH, SEE FROGS"
390,3800221000,5151,"Meat, game",AR,"FROG, EDIBLE, SEE FROGS"
389,3800221000,5149,"Meat, game",AR,"FROG, COMMON, SEE FROGS"
388,3800221000,5147,"Meat, game",AR,"FROG, AGILE, SEE FROGS"
387,3800221000,5145,"Meat, game",AR,"BULLFROG, INDIAN, SEE FROGS"
386,3800221000,5143,"Meat, game",AR,"BULLFROG, SEE FROGS"
385,3800221000,149,"Meat, game",AR,REPTILES
384,3800221000,148,"Meat, game",AR,"FROGS, LIZARDS, SNAKES AND TURTLES"
405,3800221000,824,"Meat, game",MM,ELK MEAT
404,3800221000,820,"Meat, game",MM,REINDEER MEAT
407,3900312000,819,"Rabbit, meat",MM,RABBIT MEAT
406,3900312000,815,"Rabbit, meat",MM,HARE MEAT
408,4000093000,840,"Chicken, meat",PO,"CHICKEN, EDIBLE OFFAL OF"
409,4000093001,840,"Chicken, meat-babyfood",PM,CHICKEN MEAT
410,4000094000,840,"Chicken, liver",PO,"CHICKEN, EDIBLE OFFAL OF"
411,4000095000,840,"Chicken, meat byproducts",PO,"CHICKEN, EDIBLE OFFAL OF"
412,4000095001,840,"Chicken, meat byproducts-babyfood",PO,"CHICKEN, EDIBLE OFFAL OF"
413,4000096000,840,"Chicken, fat",PO,"CHICKEN, EDIBLE OFFAL OF"
414,4000096001,840,"Chicken, fat-babyfood",PO,"CHICKEN, EDIBLE OFFAL OF"
415,4000097000,113,"Chicken, skin",PO,POULTRY SKIN
416,4000097001,113,"Chicken, skin-babyfood",PO,POULTRY SKIN
455,5000382000,848,"Turkey, meat",PM,TURKEY MEAT
456,5000382001,848,"Turkey, meat-babyfood",PM,TURKEY MEAT
457,5000383000,848,"Turkey, liver",PO,"TURKEY, EDIBLE OFFAL OF"
458,5000383001,848,"Turkey, liver-babyfood",PO,"TURKEY, EDIBLE OFFAL OF"
459,5000384000,848,"Turkey, meat byproducts",PO,"TURKEY, EDIBLE OFFAL OF"
460,5000384001,848,"Turkey, meat byproducts-babyfood",PO,"TURKEY, EDIBLE OFFAL OF"
461,5000385000,848,"Turkey, fat",PF,TURKEY FAT
462,5000385001,848,"Turkey, fat-babyfood",PF,TURKEY FAT
463,5000386000,848,"Turkey, skin",PO,"TURKEY, EDIBLE OFFAL OF"
464,5000386001,848,"Turkey, skin-babyfood",PO,"TURKEY, EDIBLE OFFAL OF"
505,6000301000,110,"Poultry, other, meat",PM,POULTRY MEAT
506,6000302000,111,"Poultry, other, liver",PO,"POULTRY, EDIBLE OFFAL OF"
507,6000303000,111,"Poultry, other, meat byproducts",PO,"POULTRY, EDIBLE OFFAL OF"
508,6000304000,111,"Poultry, other, fat",PM,"POULTRY, EDIBLE OFFAL OF"
509,6000305000,113,"Poultry, other, skin",PO,POULTRY SKIN
568,7000145000,840,"Egg, whole",PE,CHICKEN EGGS
569,7000145001,840,"Egg, whole-babyfood",PE,CHICKEN EGGS
570,7000146000,840,"Egg, white",PE,CHICKEN EGGS
571,7000146001,840,"Egg, white (solids)-babyfood",PE,CHICKEN EGGS
572,7000147000,840,"Egg, yolk",PE,CHICKEN EGGS
573,7000147001,840,"Egg, yolk-babyfood",PE,CHICKEN EGGS
574,8000157000,115,Fish-freshwater finfish,WP,FRESHWATER FISH
575,8000158000,115,"Fish-freshwater finfish, farm raised",WP,FRESHWATER FISH
591,8000159000,5043,"Fish-saltwater finfish, tuna",WS,"YELLOWFIN TUNA, SEE TUNA, YELLOWFIN"
590,8000159000,5039,"Fish-saltwater finfish, tuna",WS,"TUNA, YELLOWFIN, SEE SUBGROUP TUNA AND BONITO"
589,8000159000,5037,"Fish-saltwater finfish, tuna",WS,"TUNA, SKIPJACK, SEE SUBGROUP TUNA AND BONITO"
586,8000159000,5031,"Fish-saltwater finfish, tuna",WS,"TUNA, BLACKFIN, SEE SUBGROUP TUNA AND BONITO"
585,8000159000,5029,"Fish-saltwater finfish, tuna",WS,"TUNA, BIGEYE, SEE SUBGROUP TUNA AND BONITO"
584,8000159000,5021,"Fish-saltwater finfish, tuna",WS,"SOUTHERN BLUEFIN TUNA, SEE TUNA, BLUEFIN"
583,8000159000,5017,"Fish-saltwater finfish, tuna",WS,"SKIPJACK TUNA, SEE SUBGROUP TUNA AND BONITO"
582,8000159000,4940,"Fish-saltwater finfish, tuna",WS,"BLACKFIN TUNA, SEE TUNA, BLACKFIN"
581,8000159000,4939,"Fish-saltwater finfish, tuna",WS,"BIGEYE TUNA, SEE TUNA, BIGEYE"
580,8000159000,4937,"Fish-saltwater finfish, tuna",WS,"ALBACORE, SEE SUBGROUP TUNA AND BONITO"
592,8000159000,5044,"Fish-saltwater finfish, tuna",WS,"YELLOWTAIL FLOUNDER, SEE FLOUNDERS"
579,8000159000,132,"Fish-saltwater finfish, tuna",WS,TUNA AND BONITO (PART 2 of 2)
578,8000159000,132,"Fish-saltwater finfish, tuna",WS,TUNA AND BONITO (PART 2 of 2)
588,8000159000,5035,"Fish-saltwater finfish, tuna",WS,"TUNA, LONGTAIL, SEE SUBGROUP TUNA AND BONITO"
587,8000159000,5033,"Fish-saltwater finfish, tuna",WS,"TUNA, BLUEFIN, SEE SUBGROUP TUNA AND BONITO"
577,8000159000,132,"Fish-saltwater finfish, tuna",WS,TUNA AND BONITO (PART 1 of 2)
593,8000159000,952,"Fish-saltwater finfish, tuna",WS,"TUNA, SEE ALSO SUBGROUP TUNA AND BONITO"
576,8000159000,132,"Fish-saltwater finfish, tuna",WS,TUNA AND BONITO (PART 1 of 2)
636,8000160000,932,"Fish-saltwater finfish, other",WR,FLOUNDER ROE (M)
635,8000160000,930,"Fish-saltwater finfish, other",WR,DOLPHINFISH ROE (M)
634,8000160000,927,"Fish-saltwater finfish, other",WR,COD ROE (M)
632,8000160000,894,"Fish-saltwater finfish, other",WR,SHAD ROE (D)
631,8000160000,140,"Fish-saltwater finfish, other",WR,FISH ROE
630,8000160000,970,"Fish-saltwater finfish, other",WM,DOLPHINS
628,8000160000,5047,"Fish-saltwater finfish, other",WM,"DOLPHIN, HUMPBACK, SEE DOLPHINS"
627,8000160000,5045,"Fish-saltwater finfish, other",WM,"DOLPHIN, BOTTLENOSE, SEE DOLPHINS"
626,8000160000,927,"Fish-saltwater finfish, other",WL,COD LIVER (M)
625,8000160000,131,"Fish-saltwater finfish, other",WL,SHARK LIVER (M)
624,8000160000,870,"Fish-saltwater finfish, other",WF,"PERCH, GOLDEN"
623,8000160000,869,"Fish-saltwater finfish, other",WF,"COD, MURRAY"
622,8000160000,864,"Fish-saltwater finfish, other",WF,PERCH
620,8000160000,855,"Fish-saltwater finfish, other",WF,BARBS
619,8000160000,4863,"Fish-saltwater finfish, other",WF,"WHITE CRAPPIE, SEE PERCH, WHITE"
618,8000160000,4861,"Fish-saltwater finfish, other",WF,"WHITE PERCH, SEE PERCH, WHITE"
616,8000160000,4855,"Fish-saltwater finfish, other",WF,"PERCH, EUROPEAN, SEE PERCH"
615,8000160000,4853,"Fish-saltwater finfish, other",WF,"PERCH, AMERICAN YELLOW, SEE PERCH"
614,8000160000,897,"Fish-saltwater finfish, other",WD,NILE PERCH
617,8000160000,4857,"Fish-saltwater finfish, other",WF,"PERCH, WHITE, SEE PERCH"
621,8000160000,856,"Fish-saltwater finfish, other",WF,BLACK BASS
613,8000160000,895,"Fish-saltwater finfish, other",WD,SMELT
612,8000160000,894,"Fish-saltwater finfish, other",WD,SHAD
611,8000160000,892,"Fish-saltwater finfish, other",WD,PADDLE FISH
610,8000160000,890,"Fish-saltwater finfish, other",WD,EELS
609,8000160000,4931,"Fish-saltwater finfish, other",WD,"SMELT, RAINBOW, SEE SMELT"
608,8000160000,4929,"Fish-saltwater finfish, other",WD,"SMELT, EUROPEAN,SEE SMELT"
607,8000160000,4925,"Fish-saltwater finfish, other",WD,"SEA CATFISH, SEE GROUP 042: MARINE FISHES"
606,8000160000,4905,"Fish-saltwater finfish, other",WD,"GIANT SEA PERCH, SEE BARRAMUNDI"
629,8000160000,5049,"Fish-saltwater finfish, other",WM,"DOLPHIN, SPINNER, SEE DOLPHINS"
605,8000160000,4903,"Fish-saltwater finfish, other",WD,"EEL, JAPANESE, SEE EELS"
604,8000160000,4901,"Fish-saltwater finfish, other",WD,"EEL, EUROPEAN, SEE EELS"
603,8000160000,4899,"Fish-saltwater finfish, other",WD,"EEL, AUSTRALIAN, SEE EELS"
602,8000160000,4897,"Fish-saltwater finfish, other",WD,"EEL, AMERICAN, SEE EELS"
633,8000160000,922,"Fish-saltwater finfish, other",WR,BLUE FISH ROE (M)
601,8000160000,940,"Fish-saltwater finfish, other",MD,"LING, DRIED"
600,8000160000,936,"Fish-saltwater finfish, other",MD,"HALIBUT, DRIED"
599,8000160000,935,"Fish-saltwater finfish, other",MD,"HAKES, DRIED"
598,8000160000,929,"Fish-saltwater finfish, other",MD,"DAB OR COMMON DAB, DRIED"
637,8000160000,937,"Fish-saltwater finfish, other",WR,HERRING ROE (M)
597,8000160000,927,"Fish-saltwater finfish, other",MD,"COD, DRIED"
596,8000160000,126,"Fish-saltwater finfish, other",MD,"STOCKFISH (= DRIED COD AND COD-LIKE FISHES) (SEE GROUP 042,"
680,8000160000,4991,"Fish-saltwater finfish, other",WS,"OIL SARDINE, SEE SUBGROUP SARDINES; SARDINE TYPE FSH"
679,8000160000,4989,"Fish-saltwater finfish, other",WS,"NORTHERN BLUEFIN TUNA, SEE SUBGROUP TUNA - BONITO"
594,8000160000,120,"Fish-saltwater finfish, other",MD,"DIADROMOUS FISH, DRIED"
